title,singers,directors,lyricist,genre,album,download_link,poster,year
Baaki Baatein Peene Baad,['Arjun Kanungo'],"['Arjun Kanungo', ' Ludwig Lindell', ' Ylva Dimberg']",['Mayur Puri'],['Pop'],Baaki Baatein Peene Baad,https://www.youtube.com/watch?v=eWjGh61Gacg,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/48/23/7b/48237b3e-cbfd-b443-6621-2e0ce96c0572/886445516999.jpg/200x200.jpg,2015
Baby Modern Modern,"['Sonu Nigam', ' Shivranjani Singh']",['Vijayaa Shanker'],['Ravi Basnet'],['Filmi'],Baankey Ki Crazy Baraat,https://www.youtube.com/watch?v=Dh6v-VNsDd8,https://is2-ssl.mzstatic.com/image/thumb/Music69/v4/dd/7d/94/dd7d94e6-4dac-ea7f-89ad-225043b28e96/source/200x200.jpg,2015
Daant Saiyaan Ne Yun Gadaaya Meri Haalat Bigad Gayi,['Vijayaa Shanker'],['Vijayaa Shanker'],['Ravi Basnet'],['Filmi'],Baankey Ki Crazy Baraat,https://www.youtube.com/watch?v=-x0AOw1rWt4,https://is2-ssl.mzstatic.com/image/thumb/Music69/v4/dd/7d/94/dd7d94e6-4dac-ea7f-89ad-225043b28e96/source/200x200.jpg,2015
Yeh Kya Hua Hai,['Abhishek Nailwal'],['Vijayaa Shanker'],['Ravi Basnet'],"['Pop', ' Filmi']",Baankey Ki Crazy Baraat,https://www.youtube.com/watch?v=pWsaviT3Mrw,https://is2-ssl.mzstatic.com/image/thumb/Music69/v4/dd/7d/94/dd7d94e6-4dac-ea7f-89ad-225043b28e96/source/200x200.jpg,2015
Dum Ali,"['Abhishek Nailwal', ' Aftab Sabri', ' Hashim Sabri']","['Vijayaa Shanker', ' Abhishek Nailwal']",['Ravi Basnet'],"['Filmi', ' Sufi/Qawwali']",Baankey Ki Crazy Baraat,https://www.youtube.com/watch?v=XoTxKP9KlXA,https://is2-ssl.mzstatic.com/image/thumb/Music69/v4/dd/7d/94/dd7d94e6-4dac-ea7f-89ad-225043b28e96/source/200x200.jpg,2015
Crazy Baraat,"['Ravi Basnet', ' Abhishek Nailwal']",['Vijayaa Shanker'],['Ravi Basnet'],"['Filmi', ' Pop']",Baankey Ki Crazy Baraat,https://www.youtube.com/watch?v=Sg3WbzWcdpg,https://is2-ssl.mzstatic.com/image/thumb/Music69/v4/dd/7d/94/dd7d94e6-4dac-ea7f-89ad-225043b28e96/source/200x200.jpg,2015
Yeh Kya Hua Hai (Unplugged),['Abhishek Nailwal'],['Vijayaa Shanker'],['Ravi Basnet'],['Pop'],Baankey Ki Crazy Baraat,https://www.youtube.com/watch?v=leFmEpxHX0Y,https://is2-ssl.mzstatic.com/image/thumb/Music69/v4/dd/7d/94/dd7d94e6-4dac-ea7f-89ad-225043b28e96/source/200x200.jpg,2015
Baaton Ko Teri (Umplugged),['Rahul Vaidya'],['Himesh Reshammiya'],['Shabbir Ahmed'],['Filmi'],Baaton Ko Teri,https://www.youtube.com/watch?v=bOfA0LmDuZw,https://is1-ssl.mzstatic.com/image/thumb/Music71/v4/a4/ec/1d/a4ec1d92-cf8d-d192-0a8e-50030691a258/8903431609199_cover.jpg/200x200.jpg,2015
Babuji Dheere Chalna,['Anjum Katyal'],['O.P. Nayyar'],['Majrooh Sultanpuri'],"['Jazz', ' Classic Pop']",Babuji Dheere Chalna,https://www.youtube.com/watch?v=KA0ZGUFMFQI,https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/fa/43/94/fa439489-9e94-f628-b2fa-ec513d7b5ebd/source/200x200.jpg,2015
Beparwah,['Apeksha Dandekar'],['Meet Bros Anjjan'],['Manoj Muntashir'],"['Filmi', ' Pop']",Baby,https://www.youtube.com/watch?v=wfRD9Cy5vNg,https://is3-ssl.mzstatic.com/image/thumb/Music49/v4/59/31/52/593152bc-3417-8334-2dd6-ea84a3b0b4bf/source/200x200.jpg,2015
Main Tujhse Pyaar Nahin Karta,['Papon'],['M.M. Kreem'],['Manoj Muntashir'],['Filmi'],Baby,https://www.youtube.com/watch?v=6GlVn2oK1rw,https://is3-ssl.mzstatic.com/image/thumb/Music49/v4/59/31/52/593152bc-3417-8334-2dd6-ea84a3b0b4bf/source/200x200.jpg,2015
Beparwah (MBA Swag),"['Apeksha Dandekar', "" Earl Edgar D'Souza"", ' Meet Bros Anjjan']",['Meet Bros Anjjan'],['Manoj Muntashir'],"['Pop', ' Electronic']",Baby,https://www.youtube.com/watch?v=UeVs705jhDQ,https://is3-ssl.mzstatic.com/image/thumb/Music49/v4/59/31/52/593152bc-3417-8334-2dd6-ea84a3b0b4bf/source/200x200.jpg,2015
Main Tujhse Pyaar Nahin Karti,['Ramya Behra'],['M.M. Kreem'],['Manoj Muntashir'],['Filmi'],Baby,https://www.youtube.com/watch?v=Klsz5um6Tf0,https://is3-ssl.mzstatic.com/image/thumb/Music49/v4/59/31/52/593152bc-3417-8334-2dd6-ea84a3b0b4bf/source/200x200.jpg,2015
Jee Karda,['Divya Kumar'],['Sachin - Jigar'],"['Priya Saraiya', ' Dinesh Vijan']","['Punjabi Folk', ' Rock', ' Pop']",Badlapur,https://www.youtube.com/watch?v=VAJK04HOLd0,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/f1/01/00/f10100ca-71bc-f94b-84c6-8447c3ddcf31/828970040020.jpg/200x200.jpg,2015
Jeena Jeena,['Atif Aslam'],['Sachin - Jigar'],"['Dinesh Vijan', ' Priya Saraiya']","['Pop', ' Filmi']",Badlapur,https://www.youtube.com/watch?v=ziTHTlmPdhQ,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/f1/01/00/f10100ca-71bc-f94b-84c6-8447c3ddcf31/828970040020.jpg/200x200.jpg,2015
Jee Karda (Rock Version),['Divya Kumar'],['Sachin - Jigar'],"['Priya Saraiya', ' Dinesh Vijan']","['Rock', ' Punjabi Folk']",Badlapur,https://www.youtube.com/watch?v=SG9ZWql8A9k,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/f1/01/00/f10100ca-71bc-f94b-84c6-8447c3ddcf31/828970040020.jpg/200x200.jpg,2015
Judaai (Chadariya Jhini Re Jhini),"['Rekha Bhardwaj', ' Arijit Singh']",['Sachin - Jigar'],"['Priya Saraiya', ' Dinesh Vijan']","['Pop', ' Sugam', ' Filmi']",Badlapur,https://www.youtube.com/watch?v=f7dd7aojpUY,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/f1/01/00/f10100ca-71bc-f94b-84c6-8447c3ddcf31/828970040020.jpg/200x200.jpg,2015
Jeena Jeena (Remix),['Atif Aslam'],['Sachin - Jigar'],"['Priya Saraiya', ' Dinesh Vijan']","['Pop', ' Filmi']",Badlapur,https://www.youtube.com/watch?v=VWFbfP3rsCk,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/f1/01/00/f10100ca-71bc-f94b-84c6-8447c3ddcf31/828970040020.jpg/200x200.jpg,2015
Badla Badla,"['Vishal Dadlani', ' Jasleen Kaur Royal', ' Suraj Jagan', ' Priya Saraiya']",['Sachin - Jigar'],"['Dinesh Vijan', ' Priya Saraiya']","['Pop', ' Filmi']",Badlapur,https://www.youtube.com/watch?v=x_OVEve7hM8,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/f1/01/00/f10100ca-71bc-f94b-84c6-8447c3ddcf31/828970040020.jpg/200x200.jpg,2015
Mashup,"['Divya Kumar', ' Atif Aslam', ' Rekha Bhardwaj', ' Arijit Singh', ' Vishal Dadlani', ' Jasleen Kaur Royal', ' Suraj Jagan', ' Priya Saraiya']",['Sachin - Jigar'],"['Priya Saraiya', ' Dinesh Vijan']","['Rock', ' Pop', ' Punjabi Folk']",Badlapur,https://www.youtube.com/watch?v=HoFphiWwaXQ,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/f1/01/00/f10100ca-71bc-f94b-84c6-8447c3ddcf31/828970040020.jpg/200x200.jpg,2015
Sone Ka Paani,['Priya Saraiya'],['Sachin - Jigar'],"['Dinesh Vijan', ' Priya Saraiya']",['Filmi'],Badlapur,https://www.youtube.com/watch?v=IncjrYrzbBc,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/f1/01/00/f10100ca-71bc-f94b-84c6-8447c3ddcf31/828970040020.jpg/200x200.jpg,2015
Jee Karda (Remix),['Divya Kumar'],['Sachin - Jigar'],"['Priya Saraiya', ' Dinesh Vijan']","['Punjabi Folk', ' Rock', ' Pop']",Badlapur,https://www.youtube.com/watch?v=ZpD-8rQygU8,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/f1/01/00/f10100ca-71bc-f94b-84c6-8447c3ddcf31/828970040020.jpg/200x200.jpg,2015
Shaitaaniyan,['Ankit Tiwari'],['Bobby - Imran'],['Shabbir Ahmed'],['Filmi'],Badmashiyaan,https://www.youtube.com/watch?v=1SMEaYuJJis,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/22/0d/47/220d47be-321f-d6fe-b995-356b1d3461d5/8718857709909.png/200x200.jpg,2015
Thode Se Hum,['Mohit Chauhan'],['Bobby - Imran'],['Shabbir Ahmed'],"['Pop', ' Filmi']",Badmashiyaan,https://www.youtube.com/watch?v=fg7JhMMnkSY,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/22/0d/47/220d47be-321f-d6fe-b995-356b1d3461d5/8718857709909.png/200x200.jpg,2015
Garden Garden Gaave,['Mika Singh'],['Bobby - Imran'],['Shabbir Ahmed'],"['Pop', ' Filmi']",Badmashiyaan,https://www.youtube.com/watch?v=5U-LZFe8azs,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/22/0d/47/220d47be-321f-d6fe-b995-356b1d3461d5/8718857709909.png/200x200.jpg,2015
Kudiyan Baimaan,['Manish Tipu'],['Bobby - Imran'],['Shabbir Ahmed'],['Filmi'],Badmashiyaan,https://www.youtube.com/watch?v=iTfarSgBTug,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/22/0d/47/220d47be-321f-d6fe-b995-356b1d3461d5/8718857709909.png/200x200.jpg,2015
Thode Se Hum - Encore,['Shilpa Rao'],['Bobby - Imran'],['Shabbir Ahmed'],"['Filmi', ' Pop']",Badmashiyaan,,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/22/0d/47/220d47be-321f-d6fe-b995-356b1d3461d5/8718857709909.png/200x200.jpg,2015
Shaitaaniyan - Encore,['Anupam Amod'],['Bobby - Imran'],['Shabbir Ahmed'],['Filmi'],Badmashiyaan,,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/22/0d/47/220d47be-321f-d6fe-b995-356b1d3461d5/8718857709909.png/200x200.jpg,2015
Badmashiyaan - Mash Up,"['Anupam Amod', ' Manish Tipu', ' Shilpa Rao', ' Mika Singh', ' Ankit Tiwari', ' Mohit Chauhan']",['Bobby - Imran'],['Shabbir Ahmed'],"['Filmi', ' Pop']",Badmashiyaan,https://www.youtube.com/watch?v=IeCMng5hObI,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/22/0d/47/220d47be-321f-d6fe-b995-356b1d3461d5/8718857709909.png/200x200.jpg,2015
Bahut Pyar Karte Hain,['Shreya Mishra'],"['Nadeem - Shravan', ' Tabun Sutradhar']",['Sameer'],"['Filmi', ' Pop']",Bahut Pyar Karte Hai,https://www.youtube.com/watch?v=OvYPvmjmUEA,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/30/3c/61/303c6182-1ca6-a2bf-c792-986be074b212/cover.jpg/200x200.jpg,2015
Deewani Mastani,"['Shreya Ghoshal', ' Ganesh Chandanshive', ' Mujtaba Aziz Naza']",['Sanjay Leela Bhansali'],"['Siddharth - Garima', ' Nasir Faraaz', ' Ganesh Chandanshive']","['Filmi', ' Marathi Folk']",Bajirao Mastani,https://www.youtube.com/watch?v=h6lHUn20J5g,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/a0/bd/04/a0bd0436-9905-bdb7-6acd-55c2e511bd77/828970054324.jpg/200x200.jpg,2015
Aayat Ki Tarah,['Arijit Singh'],['Sanjay Leela Bhansali'],"['A.M. Turaz', ' Nasir Faraaz']","['Filmi', ' Ghazal', ' Sufi/Qawwali']",Bajirao Mastani,https://www.youtube.com/watch?v=85LA5CKMW_I,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/a0/bd/04/a0bd0436-9905-bdb7-6acd-55c2e511bd77/828970054324.jpg/200x200.jpg,2015
Malhari (Bajne De Dhadak Dhadak),['Vishal Dadlani'],['Sanjay Leela Bhansali'],['Prashant Ingole'],['Filmi'],Bajirao Mastani,https://www.youtube.com/watch?v=l_MyUGq7pgs,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/a0/bd/04/a0bd0436-9905-bdb7-6acd-55c2e511bd77/828970054324.jpg/200x200.jpg,2015
Mohe Rang Do Laal,"['Birju Maharaj', ' Shreya Ghoshal']",['Sanjay Leela Bhansali'],['Siddharth - Garima'],"['Sugam', ' Hindustani']",Bajirao Mastani,https://www.youtube.com/watch?v=UoNnDIu9xQ4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/a0/bd/04/a0bd0436-9905-bdb7-6acd-55c2e511bd77/828970054324.jpg/200x200.jpg,2015
Albela Sajan Aayo Ri,"['Kanika Joshi', ' Rashi Raagga', ' Geetikka Manjrekar', ' Shashi Suman', ' Kunal Pandit', ' Prithvi Gandharv']",['Sanjay Leela Bhansali'],['Traditional'],"['Sugam', ' Hindustani']",Bajirao Mastani,https://www.youtube.com/watch?v=s36IMcNP8vo,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/a0/bd/04/a0bd0436-9905-bdb7-6acd-55c2e511bd77/828970054324.jpg/200x200.jpg,2015
Ab Tohe Jane Naa Doongi,"['Payal Dev', ' Shreyas Puranik']",['Sanjay Leela Bhansali'],['A.M. Turaz'],"['Filmi', ' Sugam']",Bajirao Mastani,https://www.youtube.com/watch?v=y9Mr2Dn3cOI,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/a0/bd/04/a0bd0436-9905-bdb7-6acd-55c2e511bd77/828970054324.jpg/200x200.jpg,2015
Pinga Ga Pori,"['Shreya Ghoshal', ' Vaishali Made']",['Sanjay Leela Bhansali'],['Siddharth - Garima'],"['Marathi Folk', ' Filmi']",Bajirao Mastani,https://www.youtube.com/watch?v=tzRFLMn4kpM,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/a0/bd/04/a0bd0436-9905-bdb7-6acd-55c2e511bd77/828970054324.jpg/200x200.jpg,2015
Aaj Ibaadat Roobaroo Ho Gayi (Mere Maula Tera Shukriya),['Javed Bashir'],['Sanjay Leela Bhansali'],['A.M. Turaz'],"['Sugam', ' Sufi/Qawwali', ' Hindustani']",Bajirao Mastani,https://www.youtube.com/watch?v=jvYNKUqMK_g,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/a0/bd/04/a0bd0436-9905-bdb7-6acd-55c2e511bd77/828970054324.jpg/200x200.jpg,2015
Main Hoon Fitoori,"['Vaishali Made', ' Ganesh Chandanshive']",['Sanjay Leela Bhansali'],['Prashant Ingole'],"['Marathi Folk', ' Filmi']",Bajirao Mastani,https://www.youtube.com/watch?v=eM2FzepIW4E,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/a0/bd/04/a0bd0436-9905-bdb7-6acd-55c2e511bd77/828970054324.jpg/200x200.jpg,2015
Gajanana (Sukhkarta Dukhharta),['Sukhwinder Singh'],['Shreyas Puranik'],['Prashant Ingole'],"['Chants', ' Bhajan', ' Filmi']",Bajirao Mastani,https://www.youtube.com/watch?v=wGkcQmzysu0,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/a0/bd/04/a0bd0436-9905-bdb7-6acd-55c2e511bd77/828970054324.jpg/200x200.jpg,2015
Selfie Le Le Re,"['Vishal Dadlani', ' Nakash Aziz', ' Pritam']",['Pritam'],"['Mayur Puri', ' Badshaah']",['Filmi'],Bajrangi Bhaijaan,https://www.youtube.com/watch?v=TITGBTGJZS8,https://is3-ssl.mzstatic.com/image/thumb/Music69/v4/2c/35/3c/2c353c20-251d-2d78-a35f-5523155594ef/source/200x200.jpg,2015
Tu Chahiye,['Atif Aslam'],['Pritam'],['Amitabh Bhattacharya'],"['Filmi', ' Pop']",Bajrangi Bhaijaan,https://www.youtube.com/watch?v=zuvla6ABKbs,https://is3-ssl.mzstatic.com/image/thumb/Music69/v4/2c/35/3c/2c353c20-251d-2d78-a35f-5523155594ef/source/200x200.jpg,2015
Aaj Ki Party,['Mika Singh'],['Pritam'],['Shabbir Ahmed'],['Filmi'],Bajrangi Bhaijaan,https://www.youtube.com/watch?v=x4UjdNUjwoQ,https://is3-ssl.mzstatic.com/image/thumb/Music69/v4/2c/35/3c/2c353c20-251d-2d78-a35f-5523155594ef/source/200x200.jpg,2015
Bhar Do Jholi Meri Ya Muhammad (Traditional),['Adnan Sami'],"['Traditional', ' Pritam']",['Kausar Munir'],['Sufi/Qawwali'],Bajrangi Bhaijaan,https://www.youtube.com/watch?v=0ZGFko8_gH4,https://is3-ssl.mzstatic.com/image/thumb/Music69/v4/2c/35/3c/2c353c20-251d-2d78-a35f-5523155594ef/source/200x200.jpg,2015
Chicken Kuk Doo Koo (Chicken Song),"['Mohit Chauhan', ' Palak Muchhal']",['Pritam'],['Mayur Puri'],"['Filmi', ' Pop']",Bajrangi Bhaijaan,https://www.youtube.com/watch?v=u8ZyDV7DXW8,https://is3-ssl.mzstatic.com/image/thumb/Music69/v4/2c/35/3c/2c353c20-251d-2d78-a35f-5523155594ef/source/200x200.jpg,2015
Zindagi Kuchh Toh Bata (Reprise),['Jubin Nautiyal'],['Pritam'],['Neelesh Misra'],"['Filmi', ' Pop']",Bajrangi Bhaijaan,https://www.youtube.com/watch?v=bqP-CVhtQfc,https://is3-ssl.mzstatic.com/image/thumb/Music69/v4/2c/35/3c/2c353c20-251d-2d78-a35f-5523155594ef/source/200x200.jpg,2015
Tu Jo Mila To Ho Gaya Main Qabil,['KK'],['Pritam'],['Kausar Munir'],"['Filmi', ' Pop']",Bajrangi Bhaijaan,https://www.youtube.com/watch?v=sweoRadEitg,https://is3-ssl.mzstatic.com/image/thumb/Music69/v4/2c/35/3c/2c353c20-251d-2d78-a35f-5523155594ef/source/200x200.jpg,2015
Bhar Do Jholi Meri Ya Muhammad (Reprise),['Imran Aziz Mian'],"['Traditional', ' Pritam']",['Kausar Munir'],['Sufi/Qawwali'],Bajrangi Bhaijaan,https://www.youtube.com/watch?v=0ZGFko8_gH4,https://is3-ssl.mzstatic.com/image/thumb/Music69/v4/2c/35/3c/2c353c20-251d-2d78-a35f-5523155594ef/source/200x200.jpg,2015
Tu Jo Mila / Dekhna Naa Mudke,['Javed Ali'],['Pritam'],['Kausar Munir'],"['Filmi', ' Pop']",Bajrangi Bhaijaan,https://www.youtube.com/watch?v=-HW_aRcnG6M,https://is3-ssl.mzstatic.com/image/thumb/Music69/v4/2c/35/3c/2c353c20-251d-2d78-a35f-5523155594ef/source/200x200.jpg,2015
Zindagi Kuchh Toh Bata,"['Rahat Fateh Ali Khan', ' Rekha Bhardwaj']",['Pritam'],['Neelesh Misra'],"['Filmi', ' Sugam', ' Pop']",Bajrangi Bhaijaan,https://www.youtube.com/watch?v=ITyHqStTDeg,https://is3-ssl.mzstatic.com/image/thumb/Music69/v4/2c/35/3c/2c353c20-251d-2d78-a35f-5523155594ef/source/200x200.jpg,2015
Tu Jo Mila To Ho Gaya Main Qabil (Reprise),['Papon'],['Pritam'],['Kausar Munir'],"['Filmi', ' Pop']",Bajrangi Bhaijaan,https://www.youtube.com/watch?v=8rUnfTevSXw,https://is3-ssl.mzstatic.com/image/thumb/Music69/v4/2c/35/3c/2c353c20-251d-2d78-a35f-5523155594ef/source/200x200.jpg,2015
Selfie Le Le Re (EDM Mix),"['Badshaah', ' Pritam', ' Qaran']",['Pritam'],"['Badshaah', ' Qaran']","['Filmi', ' Electronic']",Bajrangi Bhaijaan,https://www.youtube.com/watch?v=k5xNAMIXv6c,https://is3-ssl.mzstatic.com/image/thumb/Music69/v4/2c/35/3c/2c353c20-251d-2d78-a35f-5523155594ef/source/200x200.jpg,2015
Ishq Karenge,"['Sona Mohapatra', ' Abhishek Nailwal', ' Shadab Faridi']",['Ram Sampath'],['Puneet Krishna'],"['Filmi', ' Pop']",Bangistan,https://www.youtube.com/watch?v=_XchXWZvb34,https://is2-ssl.mzstatic.com/image/thumb/Music69/v4/e7/7d/ad/e77dad1f-c145-7fa5-df23-a6e4f3b8c3a5/source/200x200.jpg,2015
Hogi Kranti Chaaron Ore,"['Ram Sampath', ' Abhishek Nailwal']",['Ram Sampath'],['Puneet Krishna'],"['Filmi', ' Marching Band', ' Pop']",Bangistan,https://www.youtube.com/watch?v=3p9AwuApw4k,https://is2-ssl.mzstatic.com/image/thumb/Music69/v4/e7/7d/ad/e77dad1f-c145-7fa5-df23-a6e4f3b8c3a5/source/200x200.jpg,2015
Saturday Night,"['Aditi Singh Sharma', ' Benny Dayal', ' Neeraj Shridhar', ' Janusz Krucinski']",['Ram Sampath'],['Puneet Krishna'],"['Pop', ' Electronic', ' Western Folk']",Bangistan,https://www.youtube.com/watch?v=vTSr_RBoYK0,https://is2-ssl.mzstatic.com/image/thumb/Music69/v4/e7/7d/ad/e77dad1f-c145-7fa5-df23-a6e4f3b8c3a5/source/200x200.jpg,2015
Nahin Ishwar Maula Mera Mera Maula Ishwar Nahin,"['Ram Sampath', ' Rituraj Mohanty']",['Ram Sampath'],['Puneet Krishna'],"['Filmi', ' Sufi/Qawwali']",Bangistan,https://www.youtube.com/watch?v=7ufA8cOq3xo,https://is2-ssl.mzstatic.com/image/thumb/Music69/v4/e7/7d/ad/e77dad1f-c145-7fa5-df23-a6e4f3b8c3a5/source/200x200.jpg,2015
Meri Zid Hai Jeene Ki,"['Ram Sampath', ' Siddharth Basrur']",['Ram Sampath'],['Puneet Krishna'],"['Rock', ' Pop']",Bangistan,https://www.youtube.com/watch?v=0QU7gNBYnKE,https://is2-ssl.mzstatic.com/image/thumb/Music69/v4/e7/7d/ad/e77dad1f-c145-7fa5-df23-a6e4f3b8c3a5/source/200x200.jpg,2015
Is Duniya Se Ladna Hai,"['Suraj Jagan', ' Abhishek Nailwal']",['Ram Sampath'],['Puneet Krishna'],"['Filmi', ' Pop', ' Rock']",Bangistan,https://www.youtube.com/watch?v=gdUXgJDQyGc,https://is2-ssl.mzstatic.com/image/thumb/Music69/v4/e7/7d/ad/e77dad1f-c145-7fa5-df23-a6e4f3b8c3a5/source/200x200.jpg,2015
Ishq Karenge (EDM Version),"['Sona Mohapatra', ' Abhishek Nailwal', ' Shadab Faridi']",['Ram Sampath'],['Puneet Krishna'],['Filmi'],Bangistan,https://www.youtube.com/watch?v=PCsNZjgo3BA,https://is2-ssl.mzstatic.com/image/thumb/Music69/v4/e7/7d/ad/e77dad1f-c145-7fa5-df23-a6e4f3b8c3a5/source/200x200.jpg,2015
Naina Do Nyare,['Yesudas'],['Rohit Sharma'],['Ravinder Randhawa'],"['Filmi', ' Sugam']",Barefoot To Goa,https://www.youtube.com/watch?v=LpG_kqfMFEQ,,2015
Naughty No.1,"['Neha Kakkar', ' Amjad Khan - I']",['Amjad - Nadeem'],['Sameer Anjaan'],['Filmi'],Barkhaa,https://www.youtube.com/watch?v=zxWLDwoNC9o,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/d9/f4/d7/d9f4d7bd-0a89-5f05-13c6-99a105ea0c94/8718857709923.png/200x200.jpg,2015
Tu Itni Khoobsurat Hai,['Rahat Fateh Ali Khan'],['Amjad - Nadeem'],['Shadab Akhtar'],['Filmi'],Barkhaa,https://www.youtube.com/watch?v=PKIlSv9yMTY,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/d9/f4/d7/d9f4d7bd-0a89-5f05-13c6-99a105ea0c94/8718857709923.png/200x200.jpg,2015
Pehli Dafa,"['Sonu Nigam', ' Renuka Gaur']",['Amjad - Nadeem'],['Shadab Akhtar'],"['Filmi', ' Pop']",Barkhaa,https://www.youtube.com/watch?v=7JHX_86hwgg,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/d9/f4/d7/d9f4d7bd-0a89-5f05-13c6-99a105ea0c94/8718857709923.png/200x200.jpg,2015
Lafz-E-Bayaan,"['Shreya Ghoshal', ' Mohammed Irfan']",['Amjad - Nadeem'],['Shadab Akhtar'],"['Filmi', ' Pop']",Barkhaa,https://www.youtube.com/watch?v=nFpHpMbpVvQ,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/d9/f4/d7/d9f4d7bd-0a89-5f05-13c6-99a105ea0c94/8718857709923.png/200x200.jpg,2015
Khuda Bhi Na Dikhe,['Krishna Beura'],['Amjad - Nadeem'],['Shadab Akhtar'],"['Filmi', ' Pop', ' Sufi/Qawwali']",Barkhaa,https://www.youtube.com/watch?v=MMSDmtNQHbw,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/d9/f4/d7/d9f4d7bd-0a89-5f05-13c6-99a105ea0c94/8718857709923.png/200x200.jpg,2015
Mann Quanto Maula,"['Aftab Sabri', ' Altamash Faridi']",['Amjad - Nadeem'],['Shadab Akhtar'],['Sufi/Qawwali'],Barkhaa,https://www.youtube.com/watch?v=H8ot2uO61Gw,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/d9/f4/d7/d9f4d7bd-0a89-5f05-13c6-99a105ea0c94/8718857709923.png/200x200.jpg,2015
Tu Itni Khoobsurat Hai (Reloaded),"['Jubin Nautiyal', ' Prakriti Kakkar']",['Amjad - Nadeem'],['Shadab Akhtar'],"['Filmi', ' Pop']",Barkhaa,,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/d9/f4/d7/d9f4d7bd-0a89-5f05-13c6-99a105ea0c94/8718857709923.png/200x200.jpg,2015
Khuda Bhi Na Dikhe (Remix),['Krishna Beura'],['Amjad - Nadeem'],['Shadab Akhtar'],"['Filmi', ' Pop', ' Sufi/Qawwali']",Barkhaa,,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/d9/f4/d7/d9f4d7bd-0a89-5f05-13c6-99a105ea0c94/8718857709923.png/200x200.jpg,2015
Bawra Na Bann,['Madhushree'],['Robby Badal'],['Haider Najmi'],"['Jazz', ' Filmi']",Bawra Na Bann,https://www.youtube.com/watch?v=5AB_rN7GTTo,,2015
Bewafaa (Heartless),['Danish Alfaaz'],['Dev - Ashish'],['Danish Alfaaz'],"['Filmi', ' Pop']",Bewafaa (Heartless),https://www.youtube.com/watch?v=h9x5zhtaKRU,https://is1-ssl.mzstatic.com/image/thumb/Music7/v4/0f/69/f1/0f69f1fa-81e6-702a-3687-9b815ba0a42e/cover.jpg/200x200.jpg,2015
Bewafaiyaan,['Qurat Ul Ain Balouch'],['Salman Albert'],['Salman Albert'],['Sufi/Qawwali'],Bewafaiyaan,https://www.youtube.com/watch?v=5kY5tyrdMh8,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/d3/f6/9b/d3f69b80-22f7-387d-3fed-f873a3e3d745/00602547293343.rgb.jpg/200x200.jpg,2015
Bezubaan Ishq,"['Javed Ali', ' Arpita Chakraborty']",['Babli Haque'],['Jashwant Gangani'],['Filmi'],Bezubaan Ishq,https://www.youtube.com/watch?v=-VBPgIZZdsc,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/7b/09/10/7b091028-ae50-7b7f-e79a-c784228c3975/source/200x200.jpg,2015
Aankhon Mein Basa Loonga,"['Mohit Chauhan', ' Parineeta']",['Rupesh Verma'],['Jashwant Gangani'],"['Filmi', ' Pop']",Bezubaan Ishq,https://www.youtube.com/watch?v=pdqIwAZ6DW4,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/7b/09/10/7b091028-ae50-7b7f-e79a-c784228c3975/source/200x200.jpg,2015
