title,singers,directors,lyricist,genre,album,download_link,poster,year
Allah Teri Kya Shaan Hai,"['Jaan Nissar Lone', ' Kamal Khan']",['Jaan Nissar Lone'],['Sahil Fatehpuri'],"['Filmi', ' Sufi/Qawwali']",18.11 (A Code Of Secrecy),https://www.youtube.com/watch?v=rF7JYlu2mhM,https://is1-ssl.mzstatic.com/image/thumb/Music4/v4/dc/dc/62/dcdc62e3-6e54-cc35-f0ac-bdf929f0ff28/source/200x200.jpg,2014
Yeh Zamin Yeh Aasman Roshni Se Nahaane Lage,"['Kunal Ganjawala', "" Suzanne D'Mello"", ' Nadeem Al Balushi']",['Jaan Nissar Lone'],"['Tanveer Ghazi', ' Sahil Fatehpuri']","['Filmi', ' Pop', ' Arabic']",18.11 (A Code Of Secrecy),https://www.youtube.com/watch?v=6av6kNVx-0I,https://is1-ssl.mzstatic.com/image/thumb/Music4/v4/dc/dc/62/dcdc62e3-6e54-cc35-f0ac-bdf929f0ff28/source/200x200.jpg,2014
Mera Yaar Thanedaar,"['Rani Hazarika', ' Jaan Nissar Lone']",['Jaan Nissar Lone'],['Sahil Fatehpuri'],['Filmi'],18.11 (A Code Of Secrecy),https://www.youtube.com/watch?v=djznDrQ05wA,https://is1-ssl.mzstatic.com/image/thumb/Music4/v4/dc/dc/62/dcdc62e3-6e54-cc35-f0ac-bdf929f0ff28/source/200x200.jpg,2014
Eagle Sa Ego Hai,['Shaan'],['Jaan Nissar Lone'],['Tanveer Ghazi'],['Filmi'],18.11 (A Code Of Secrecy),https://www.youtube.com/watch?v=mI5qs83q6Z8,https://is1-ssl.mzstatic.com/image/thumb/Music4/v4/dc/dc/62/dcdc62e3-6e54-cc35-f0ac-bdf929f0ff28/source/200x200.jpg,2014
Aandhi Jaisi Raftar Chal Chala Chal (Chal Chal Saathi Re),['Shail Hada'],['Jaan Nissar Lone'],['Tanveer Ghazi'],"['Filmi', ' Rock']",18.11 (A Code Of Secrecy),https://www.youtube.com/watch?v=8R1rs5dvqyM,https://is1-ssl.mzstatic.com/image/thumb/Music4/v4/dc/dc/62/dcdc62e3-6e54-cc35-f0ac-bdf929f0ff28/source/200x200.jpg,2014
Offo,"['Aditi Singh Sharma', ' Amitabh Bhattacharya']",['Shankar - Ehsaan - Loy'],['Amitabh Bhattacharya'],['Pop'],2 States,https://www.youtube.com/watch?v=YPlIhgAX9AQ,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/36/f0/5a/36f05a7d-7bb3-404e-acb4-f50383d0e167/source/200x200.jpg,2014
Locha-E-Ulfat Ho Gaya (Ban Ke Museebat Peechhe Padi Hai),['Benny Dayal'],['Shankar - Ehsaan - Loy'],['Amitabh Bhattacharya'],"['Filmi', ' Pop']",2 States,https://www.youtube.com/watch?v=G6RR2_NQ530,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/36/f0/5a/36f05a7d-7bb3-404e-acb4-f50383d0e167/source/200x200.jpg,2014
Mast Magan,"['Arijit Singh', ' Chinmayi Sripaada']",['Shankar - Ehsaan - Loy'],['Amitabh Bhattacharya'],"['Sufi/Qawwali', ' Filmi']",2 States,https://www.youtube.com/watch?v=xitd9mEZIHk,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/36/f0/5a/36f05a7d-7bb3-404e-acb4-f50383d0e167/source/200x200.jpg,2014
Iski Uski,"['Akriti Kakar', ' Shahid Mallya']",['Shankar - Ehsaan - Loy'],['Amitabh Bhattacharya'],"['Pop', ' Bhangra', ' Filmi']",2 States,https://www.youtube.com/watch?v=xQMMBANbcdQ,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/36/f0/5a/36f05a7d-7bb3-404e-acb4-f50383d0e167/source/200x200.jpg,2014
Chaandaniya,"['K. Mohan', ' Yashita Sharma']",['Shankar - Ehsaan - Loy'],['Amitabh Bhattacharya'],"['Filmi', ' Pop']",2 States,https://www.youtube.com/watch?v=P0KasU0HXD0,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/36/f0/5a/36f05a7d-7bb3-404e-acb4-f50383d0e167/source/200x200.jpg,2014
Hulla Re,"['Shankar Mahadevan', ' Rasika Shekar', ' Siddharth Mahadevan']",['Shankar - Ehsaan - Loy'],['Amitabh Bhattacharya'],"['Bhangra', ' Pop']",2 States,https://www.youtube.com/watch?v=xNzHio8_V-Q,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/36/f0/5a/36f05a7d-7bb3-404e-acb4-f50383d0e167/source/200x200.jpg,2014
Isaiyin Alai Pongudhu,['Mahalaxmi Iyer'],['Shankar - Ehsaan - Loy'],['Jayameera Jagannath'],[''],2 States,,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/36/f0/5a/36f05a7d-7bb3-404e-acb4-f50383d0e167/source/200x200.jpg,2014
Kaadal Unnil Naan Kanden,['Siddharth Mahadevan'],['Shankar - Ehsaan - Loy'],['Niranjan Iyengar'],[''],2 States,,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/36/f0/5a/36f05a7d-7bb3-404e-acb4-f50383d0e167/source/200x200.jpg,2014
Ret Ki Tarah,['Rajat - II'],['Manan'],['Manan'],['Rock'],3 A.M.,https://www.youtube.com/watch?v=gihXd-Say7s,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/0a/10/94/0a109446-d29c-fbaa-c32c-fa663135b18e/source/200x200.jpg,2014
Teri Adaaon Mein,['Mustafa Zahid'],['Pranay Rijia'],['Pranay Rijia'],"['Filmi', ' Pop']",3 A.M.,https://www.youtube.com/watch?v=8ySfyk3cEHk,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/0a/10/94/0a109446-d29c-fbaa-c32c-fa663135b18e/source/200x200.jpg,2014
Meherbaan,['Rajat - II'],['Manan'],['Manan'],['Pop'],3 A.M.,https://www.youtube.com/watch?v=irodH4pj4Ds,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/0a/10/94/0a109446-d29c-fbaa-c32c-fa663135b18e/source/200x200.jpg,2014
Sab Bhula Ke,['Wajhi Farooki'],['Pranay Rijia'],['Turaz'],"['Filmi', ' Rock']",3 A.M.,https://www.youtube.com/watch?v=pXWhBSuiymY,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/0a/10/94/0a109446-d29c-fbaa-c32c-fa663135b18e/source/200x200.jpg,2014
Tera Shukriya,['Wajhi Farooki'],['Pranay Rijia'],['Kumaar'],['Filmi'],3 A.M.,,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/0a/10/94/0a109446-d29c-fbaa-c32c-fa663135b18e/source/200x200.jpg,2014
Teri Adaaon Mein - Remix,['Mustafa Zaidi'],['Pranay Rijia'],['Pranay Rijia'],"['Filmi', ' Pop']",3 A.M.,,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/0a/10/94/0a109446-d29c-fbaa-c32c-fa663135b18e/source/200x200.jpg,2014
Tera Shukriya - Remix,['Wajhi Farooki'],['Pranay Rijia'],['Kumaar'],['Filmi'],3 A.M.,,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/0a/10/94/0a109446-d29c-fbaa-c32c-fa663135b18e/source/200x200.jpg,2014
Koi Raja Na Thi Rani,['Abhijeet Bhattacharya'],,,['Filmi'],A B,,,2014
Bujhe Bujhe,['Abhijeet Bhattacharya'],,,['Filmi'],A B,,,2014
Gul Chand Sitare,['Abhijeet Bhattacharya'],,,['Filmi'],A B,,,2014
Pankhuri Ki Palki,['Abhijeet Bhattacharya'],,,['Filmi'],A B,https://www.youtube.com/watch?v=ZLZxLP7bQUg,,2014
Reh Jate Hain,['Abhijeet Bhattacharya'],,,['Filmi'],A B,,,2014
Zara Zara,['Abhijeet Bhattacharya'],,,['Filmi'],A B,,,2014
Na Labzon Ka Fasana,['Abhijeet Bhattacharya'],,,['Filmi'],A B,,,2014
Bujhe Bujhe (Karaoke),,,,['Filmi'],A B,,,2014
Zindagi Sataaegi,['Shreya Ghoshal'],"['Kabir Singh', ' Kaizad Gherda']",['Jaideep Sahni'],['Pop'],A Gran Plan,https://www.youtube.com/watch?v=ifJH8KE0Q4c,,2014
Aa Bhi Jaaiye,['Shuweta Kapoor'],['Ravi'],['Prem Dhawan'],"['Filmi', ' Pop']",Aa Bhi Jaayea,https://www.youtube.com/watch?v=G1Lox6bDZeY,https://is2-ssl.mzstatic.com/image/thumb/Music118/v4/3c/b2/c7/3cb2c7c2-f645-313d-5c97-c649aa6e0a3b/source/200x200.jpg,2014
Chhaya Khumar Jaane Ye Kaisa,"['Rupesh Verma', ' Khushboo Jain']",['Lava Kumar S.R.'],['Kishan Paliwala'],['Filmi'],Aaj Ka Fashion Trend,https://www.youtube.com/watch?v=i9uJ_da55a0,https://is5-ssl.mzstatic.com/image/thumb/Music18/v4/d6/7f/db/d67fdb9c-9c5e-ec6d-ba67-a171099c5fa4/source/200x200.jpg,2014
Hey Dil Naa Lage,"['Rupesh Verma', ' Khushboo Jain']",['Lava Kumar S.R.'],['Kishan Paliwala'],['Filmi'],Aaj Ka Fashion Trend,https://www.youtube.com/watch?v=wfbbqPj9UsY,https://is5-ssl.mzstatic.com/image/thumb/Music18/v4/d6/7f/db/d67fdb9c-9c5e-ec6d-ba67-a171099c5fa4/source/200x200.jpg,2014
Saara Jahan Yeh Mujpe Hai Fida,['Dolly Peters'],['Lava Kumar S.R.'],['Kishan Paliwala'],['Filmi'],Aaj Ka Fashion Trend,https://www.youtube.com/watch?v=1GhIvR0u7jE,https://is5-ssl.mzstatic.com/image/thumb/Music18/v4/d6/7f/db/d67fdb9c-9c5e-ec6d-ba67-a171099c5fa4/source/200x200.jpg,2014
Main Saath Hoon O Behna,['Ravi Choudhry'],['Lava Kumar S.R.'],['Kishan Paliwala'],"['Filmi', ' Sugam']",Aaj Ka Fashion Trend,https://www.youtube.com/watch?v=xHBOgxiNgEA,https://is5-ssl.mzstatic.com/image/thumb/Music18/v4/d6/7f/db/d67fdb9c-9c5e-ec6d-ba67-a171099c5fa4/source/200x200.jpg,2014
Diya Sila Ye Pyar Ka Kaisa,['Khushboo Jain'],['Lava Kumar S.R.'],['Kishan Paliwala'],['Filmi'],Aaj Ka Fashion Trend,https://www.youtube.com/watch?v=zUlEqqdiRkY,https://is5-ssl.mzstatic.com/image/thumb/Music18/v4/d6/7f/db/d67fdb9c-9c5e-ec6d-ba67-a171099c5fa4/source/200x200.jpg,2014
Aaja Mere Twitter Te,['Daler Mehndi'],['Daler Mehndi'],['Daler Mehndi'],['Filmi'],Aaja Mere Twitter Te,https://www.youtube.com/watch?v=DovUHhgq17g,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/df/ad/15/dfad157a-d44e-6bfe-f2bf-b0c0128654f6/1941570452549.jpg/200x200.jpg,2014
Aap Ki Nazron Ne Samjha,['Sanam Puri'],['Madan Mohan'],['Raja Mehdi Ali Khan'],"['Filmi', ' Sugam', ' Pop']",Aap Ki Nazron Ne Samjha,https://www.youtube.com/watch?v=iQuixhyNtcA,https://is3-ssl.mzstatic.com/image/thumb/Music62/v4/1d/be/30/1dbe305e-4ecb-6de5-1b1c-1c1c9a5f4653/source/200x200.jpg,2014
Koi Sabab Zaroor Tha,"['Anup Jalota', ' Vidhi Sharma']",['Anup Jalota'],['Navroze Kotwal'],['Ghazal'],Aashiqana,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/db/a2/2d/dba22d12-43f0-a957-6c25-8a79412c4649/8903284798590_cover.jpg/200x200.jpg,2014
Na Jab Tak Mile Dil,['Anup Jalota'],['Anup Jalota'],['Navroze Kotwal'],['Ghazal'],Aashiqana,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/db/a2/2d/dba22d12-43f0-a957-6c25-8a79412c4649/8903284798590_cover.jpg/200x200.jpg,2014
Tishnalabi Hi Le Aati Hai,['Anup Jalota'],['Anup Jalota'],['Navroze Kotwal'],['Ghazal'],Aashiqana,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/db/a2/2d/dba22d12-43f0-a957-6c25-8a79412c4649/8903284798590_cover.jpg/200x200.jpg,2014
Har Ek Lafz,"['Anup Jalota', ' Vidhi Sharma']",['Anup Jalota'],['Navroze Kotwal'],['Ghazal'],Aashiqana,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/db/a2/2d/dba22d12-43f0-a957-6c25-8a79412c4649/8903284798590_cover.jpg/200x200.jpg,2014
Subah Hote Hi,['Anup Jalota'],['Anup Jalota'],['Navroze Kotwal'],"['Filmi', ' Ghazal']",Aashiqana,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/db/a2/2d/dba22d12-43f0-a957-6c25-8a79412c4649/8903284798590_cover.jpg/200x200.jpg,2014
Tumne Mujhse Pyara Samjha,['Anup Jalota'],['Anup Jalota'],['Navroze Kotwal'],['Ghazal'],Aashiqana,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/db/a2/2d/dba22d12-43f0-a957-6c25-8a79412c4649/8903284798590_cover.jpg/200x200.jpg,2014
Tere Lab Ko Hansne Ki Aadat,['Anup Jalota'],['Anup Jalota'],['Navroze Kotwal'],['Ghazal'],Aashiqana,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/db/a2/2d/dba22d12-43f0-a957-6c25-8a79412c4649/8903284798590_cover.jpg/200x200.jpg,2014
Hazaar Aandhiyaan Aayi,['Anup Jalota'],['Anup Jalota'],['Navroze Kotwal'],"['Ghazal', ' Filmi']",Aashiqana,,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/db/a2/2d/dba22d12-43f0-a957-6c25-8a79412c4649/8903284798590_cover.jpg/200x200.jpg,2014
Meri Ghazlon Mein,['Shishir Parkhie'],,,"['Filmi', ' Ghazal']",Aashnaai,,,2014
Zindagi Kya Karen,['Shishir Parkhie'],,,"['Filmi', ' Ghazal']",Aashnaai,,,2014
Wo Bewafa Hai,['Shishir Parkhie'],,,"['Filmi', ' Ghazal']",Aashnaai,,,2014
Andalibon Se,['Shishir Parkhie'],,,"['Filmi', ' Ghazal']",Aashnaai,,,2014
Bhul Kar Sari,,,,"['Filmi', ' Ghazal']",Aashnaai,,,2014
Khuda Hai Wo,,,,"['Filmi', ' Ghazal']",Aashnaai,,,2014
Zikr-E-Mehar-O-Wafaa,,,,"['Filmi', ' Ghazal']",Aashnaai,,,2014
Tumhare Ishq Mein,,,,"['Filmi', ' Ghazal']",Aashnaai,,,2014
Ab To Aaja Saajna,['Akul'],['Akul'],['Kunal Khera'],['Pop'],Abh Toh Aaja Saajnaa,https://www.youtube.com/watch?v=d9Kxz0L7ZwQ,https://is1-ssl.mzstatic.com/image/thumb/Music71/v4/75/2e/8b/752e8b43-e463-6103-acf2-8b48992ba9cd/8903431570406_cover.jpg/200x200.jpg,2014
Keeda,"['Himesh Reshammiya', ' Neeti Mohan']",['Himesh Reshammiya'],['Shabbir Ahmed'],['Filmi'],Action Jackson,https://www.youtube.com/watch?v=IzWVTP_fU2I,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/7d/c4/57/7dc45736-50b2-b01f-f916-0a65e9758ab1/828970028721.jpg/200x200.jpg,2014
Punjabi Mast,"['Himesh Reshammiya', ' Ankit Tiwari', ' Arya Acharya', ' Alam Gir Khan', ' Neeti Mohan', ' Vineet Singh - I']",['Himesh Reshammiya'],['Sameer'],"['Filmi', ' Bhangra']",Action Jackson,https://www.youtube.com/watch?v=qlemX0mWP2A,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/7d/c4/57/7dc45736-50b2-b01f-f916-0a65e9758ab1/828970028721.jpg/200x200.jpg,2014
Chhichhora Piya,"['Himesh Reshammiya', ' Shalmali Kholgade']",['Himesh Reshammiya'],['Sameer'],['Filmi'],Action Jackson,https://www.youtube.com/watch?v=bC53bbMCtng,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/7d/c4/57/7dc45736-50b2-b01f-f916-0a65e9758ab1/828970028721.jpg/200x200.jpg,2014
Dhoom Dhaam,"['Ankit Tiwari', ' Palak Muchhal']",['Himesh Reshammiya'],['Sameer'],['Filmi'],Action Jackson,https://www.youtube.com/watch?v=F-MhHpT5vWw,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/7d/c4/57/7dc45736-50b2-b01f-f916-0a65e9758ab1/828970028721.jpg/200x200.jpg,2014
Gangster Baby,"['Neeraj Shridhar', ' Neeti Mohan']",['Himesh Reshammiya'],['Shabbir Ahmed'],"['Filmi', ' Pop']",Action Jackson,https://www.youtube.com/watch?v=HrLcr1JZ6BY,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/7d/c4/57/7dc45736-50b2-b01f-f916-0a65e9758ab1/828970028721.jpg/200x200.jpg,2014
Keeda (Remix),"['Himesh Reshammiya', ' Neeti Mohan']",['Himesh Reshammiya'],['Sameer'],['Filmi'],Action Jackson,https://www.youtube.com/watch?v=m-GnL_1ep0Q,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/7d/c4/57/7dc45736-50b2-b01f-f916-0a65e9758ab1/828970028721.jpg/200x200.jpg,2014
Punjabi Mast (Remix),"['Himesh Reshammiya', ' Ankit Tiwari', ' Arya Acharya', ' Alam Gir Khan', ' Neeti Mohan', ' Vineet Singh - I']",['Himesh Reshammiya'],['Sameer'],"['Filmi', ' Bhangra']",Action Jackson,https://www.youtube.com/watch?v=x33vzwHKEEM,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/7d/c4/57/7dc45736-50b2-b01f-f916-0a65e9758ab1/828970028721.jpg/200x200.jpg,2014
Chhichhora Piya (Remix),"['Himesh Reshammiya', ' Shalmali Kholgade']",['Himesh Reshammiya'],['Sameer'],['Filmi'],Action Jackson,,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/7d/c4/57/7dc45736-50b2-b01f-f916-0a65e9758ab1/828970028721.jpg/200x200.jpg,2014
Keeda (Reprise),"['Himesh Reshammiya', ' Neeti Mohan']",['Himesh Reshammiya'],['Sameer'],['Filmi'],Action Jackson,https://www.youtube.com/watch?v=Di9irafJuJM,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/7d/c4/57/7dc45736-50b2-b01f-f916-0a65e9758ab1/828970028721.jpg/200x200.jpg,2014
Action Jackson Mashup,"['Himesh Reshammiya', ' Neeti Mohan', ' Ankit Tiwari', ' Arya Acharya', ' Alam Gir Khan', ' Shalmali Kholgade', ' Palak Muchhal', ' Neeraj Shridhar', ' Vineet Singh - I']",['Himesh Reshammiya'],"['Shabbir Ahmed', ' Sameer']","['Filmi', ' Pop', ' Bhangra']",Action Jackson,https://www.youtube.com/watch?v=jlAptRmHhXE,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/7d/c4/57/7dc45736-50b2-b01f-f916-0a65e9758ab1/828970028721.jpg/200x200.jpg,2014
AJ Theme,['Ajay Devgn'],['Himesh Reshammiya'],['Shiraz Ahmed'],['Filmi'],Action Jackson,https://www.youtube.com/watch?v=lvSXz0GfFV0,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/7d/c4/57/7dc45736-50b2-b01f-f916-0a65e9758ab1/828970028721.jpg/200x200.jpg,2014
Akela,['Tochi Raina'],['Band Of Bandagi'],,"['Sugam', ' Pop']",Akela,https://www.youtube.com/watch?v=PWg0Ucq2PXw,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/ad/fd/9a/adfd9aaa-ec0b-2ab5-84db-6ed0cfa1cc0d/840452121867.png/200x200.jpg,2014
Amavasya,['Swaraansh Mishra'],['3 The People'],,"['Electronic', ' Sugam']",Amavasya,https://www.youtube.com/watch?v=DoWszqYNYYo,,2014
Amavasya (Remix),['Swaraansh Mishra'],['3 The People'],,"['Electronic', ' Sugam']",Amavasya,,,2014
Amavasya - New Moon,['Swaraansh Mishra'],['3 The People'],,"['Electronic', ' Sugam']",Amavasya,,,2014
Amavasya (The Dark Night Remix),['Swaraansh Mishra'],['3 The People'],,"['Electronic', ' Sugam']",Amavasya,,,2014
Amavasya (Radio Edit Mix),['Swaraansh Mishra'],['3 The People'],,"['Electronic', ' Sugam']",Amavasya,,,2014
Trio,['Swaraansh Mishra'],['3 The People'],,"['Electronic', ' Sugam']",Amavasya,,,2014
Ab Main Kya Karoon,['Raghu Dixit'],['Raghu Dixit'],['Ankur Tewari'],"['Pop', ' Filmi']",Amit Sahni Ki List,https://www.youtube.com/watch?v=jmgoP5NrWsU,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/57/c4/ce/57c4ceed-1f9f-eed3-9816-544b1f00bf8b/840780180376.png/200x200.jpg,2014
What The Fark,"['Rahul Vaidya', ' Amit Mishra', ' Aditi Singh Sharma']",['Palash Muchhal'],"['Ajay Bhuyan', ' Tina Nagpaul']","['Pop', ' Filmi']",Amit Sahni Ki List,https://www.youtube.com/watch?v=TS66S5qebPk,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/57/c4/ce/57c4ceed-1f9f-eed3-9816-544b1f00bf8b/840780180376.png/200x200.jpg,2014
Pyar Ek Kutti Cheez,['Vir Das'],"['Sidd Coutto', ' Warren Mendonsa']",['Vir Das'],"['Pop', ' Rock']",Amit Sahni Ki List,https://www.youtube.com/watch?v=Wmm7fDLR0Dw,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/57/c4/ce/57c4ceed-1f9f-eed3-9816-544b1f00bf8b/840780180376.png/200x200.jpg,2014
Aisi Hi Hoon Main,['Shivi R. Kashyap'],['Shivi R. Kashyap'],"['Shivi R. Kashyap', ' Shiv Singh Benawra']","['Pop', ' Electronic']",Amit Sahni Ki List,https://www.youtube.com/watch?v=ctd2gnawvpQ,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/57/c4/ce/57c4ceed-1f9f-eed3-9816-544b1f00bf8b/840780180376.png/200x200.jpg,2014
Sargoshi,"['Palak Muchhal', ' Anirudh Bhola']",['Palash Muchhal'],['Palak Muchhal'],"['Filmi', ' Pop']",Amit Sahni Ki List,https://www.youtube.com/watch?v=ci3oyyMtdq8,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/57/c4/ce/57c4ceed-1f9f-eed3-9816-544b1f00bf8b/840780180376.png/200x200.jpg,2014
Waakeyi,"[""Nikhil D'Souza"", ' Shruti Pathak']",['Raghu Dixit'],['Ankur Tewari'],['Filmi'],Amit Sahni Ki List,https://www.youtube.com/watch?v=RsRAeo9Wb_4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/57/c4/ce/57c4ceed-1f9f-eed3-9816-544b1f00bf8b/840780180376.png/200x200.jpg,2014
Parchhai,['Sonu Nigam'],['Palash Muchhal'],['Palak Muchhal'],"['Pop', ' Filmi']",Amit Sahni Ki List,https://www.youtube.com/watch?v=zBl8ntrzw18,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/57/c4/ce/57c4ceed-1f9f-eed3-9816-544b1f00bf8b/840780180376.png/200x200.jpg,2014
Violin Recital,,['Karthick Iyer'],,"['Sugam', ' Filmi']",Amit Sahni Ki List,,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/57/c4/ce/57c4ceed-1f9f-eed3-9816-544b1f00bf8b/840780180376.png/200x200.jpg,2014
Ghunghat,['Sharmistha Chatterjee'],['Mekaal Hasan Band'],,"['Rock', ' Sugam']",Andholan,,,2014
Champakalli,['Sharmistha Chatterjee'],['Mekaal Hasan Band'],,"['Rock', ' Sugam']",Andholan,,,2014
Bheem,['Sharmistha Chatterjee'],['Mekaal Hasan Band'],,"['Rock', ' Sugam']",Andholan,,,2014
Sayon,['Sharmistha Chatterjee'],['Mekaal Hasan Band'],['Bulleh Shah'],"['Pop', ' Sufi/Qawwali']",Andholan,,,2014
Maalkauns,['Sharmistha Chatterjee'],['Mekaal Hasan Band'],,"['Rock', ' Sugam']",Andholan,,,2014
Sindhi,['Sharmistha Chatterjee'],['Mekaal Hasan Band'],,"['Rock', ' Sugam']",Andholan,,,2014
Megh,,['Mekaal Hasan Band'],,"['Rock', ' Sugam']",Andholan,,,2014
Kinarey,['Sharmistha Chatterjee'],['Mekaal Hasan Band'],,['Sugam'],Andholan,,,2014
Bawri,"['Mamta Sharma', ' Farhan Sabri', ' Amjad Khan - I']",['Amjad - Nadeem'],['Shabbir Ahmed'],['Filmi'],Angry Young Man,,https://is3-ssl.mzstatic.com/image/thumb/Music1/v4/58/35/da/5835da1b-60e6-318f-8bec-d4eb56208642/source/200x200.jpg,2014
Khamoshiyan,['Javed Ali'],['Amjad - Nadeem'],['Shabbir Ahmed'],"['Filmi', ' Sugam']",Angry Young Man,,https://is3-ssl.mzstatic.com/image/thumb/Music1/v4/58/35/da/5835da1b-60e6-318f-8bec-d4eb56208642/source/200x200.jpg,2014
Tere Bin Jiya Jaye Na,"['Mohammed Irfan', ' Shivranjani Singh']",['Amjad - Nadeem'],['Shabbir Ahmed'],"['Filmi', ' Pop']",Angry Young Man,,https://is3-ssl.mzstatic.com/image/thumb/Music1/v4/58/35/da/5835da1b-60e6-318f-8bec-d4eb56208642/source/200x200.jpg,2014
Ek Wajah Do,['Shalmali Kholgade'],['Mikey McCleary'],['Ankur Tewari'],"['Pop', ' Spanish']",Angry Young Man,,https://is3-ssl.mzstatic.com/image/thumb/Music1/v4/58/35/da/5835da1b-60e6-318f-8bec-d4eb56208642/source/200x200.jpg,2014
Angry Young Man,"['Mauli Dave', ' Subhajit Mukherjee']",['Amjad - Nadeem'],['Shabbir Ahmed'],['Filmi'],Angry Young Man,,https://is3-ssl.mzstatic.com/image/thumb/Music1/v4/58/35/da/5835da1b-60e6-318f-8bec-d4eb56208642/source/200x200.jpg,2014
Aaj Laagi Laagi Nai Dhoop,['Kailash Kher'],['Sagar Desai'],['Varun Grover'],"['Sugam', ' Rajasthani Folk']",Ankhon Dekhi,https://www.youtube.com/watch?v=QO5WfifLdcg,https://is2-ssl.mzstatic.com/image/thumb/Music/v4/cd/0e/e1/cd0ee1ec-d1bc-66a0-52c2-fa33fa2e0994/source/200x200.jpg,2014
Aayi Bahaar,['Kailash Kher'],['Sagar Desai'],['Varun Grover'],['Sugam'],Ankhon Dekhi,https://www.youtube.com/watch?v=Q5I3LRKeI5g,https://is2-ssl.mzstatic.com/image/thumb/Music/v4/cd/0e/e1/cd0ee1ec-d1bc-66a0-52c2-fa33fa2e0994/source/200x200.jpg,2014
Kaise Sukh Soyein,['Ronkini Gupta'],['Traditional'],['Traditional'],['Hindustani'],Ankhon Dekhi,https://www.youtube.com/watch?v=O1cRhOztAWQ,https://is2-ssl.mzstatic.com/image/thumb/Music/v4/cd/0e/e1/cd0ee1ec-d1bc-66a0-52c2-fa33fa2e0994/source/200x200.jpg,2014
Yaad Saari Baari Baari,['Kailash Kher'],['Sagar Desai'],['Varun Grover'],"['Sugam', ' Filmi', ' Hindustani']",Ankhon Dekhi,https://www.youtube.com/watch?v=nx6qhcOJdmo,https://is2-ssl.mzstatic.com/image/thumb/Music/v4/cd/0e/e1/cd0ee1ec-d1bc-66a0-52c2-fa33fa2e0994/source/200x200.jpg,2014
Hakka Bakka,['Shaan'],['Sagar Desai'],['Varun Grover'],['Filmi'],Ankhon Dekhi,https://www.youtube.com/watch?v=X728KuladQs,https://is2-ssl.mzstatic.com/image/thumb/Music/v4/cd/0e/e1/cd0ee1ec-d1bc-66a0-52c2-fa33fa2e0994/source/200x200.jpg,2014
Dheeme Re Re,['Mansheel Gujral'],['Sagar Desai'],['Varun Grover'],['Sugam'],Ankhon Dekhi,https://www.youtube.com/watch?v=hb-S2QcBpl4,https://is2-ssl.mzstatic.com/image/thumb/Music/v4/cd/0e/e1/cd0ee1ec-d1bc-66a0-52c2-fa33fa2e0994/source/200x200.jpg,2014
